step,R1.0,R0.9,R0.8
870.0,0.76,0.81,0.81
871.0,0.76,0.82,0.8
872.0,0.76,0.82,0.81
873.0,0.75,0.84,0.79
874.0,0.76,0.81,0.8
875.0,0.76,0.81,0.8
876.0,0.76,0.8,0.79
877.0,0.76,0.84,0.81
878.0,0.76,0.79,0.79
879.0,0.76,0.83,0.82
880.0,0.76,0.81,0.77
881.0,0.76,0.8,0.82
882.0,0.76,0.82,0.8
883.0,0.76,0.8,0.81
884.0,0.76,0.82,0.78
885.0,0.76,0.81,0.83
886.0,0.76,0.81,0.78
887.0,0.76,0.83,0.82
888.0,0.76,0.82,0.8
889.0,0.76,0.82,0.82
890.0,0.76,0.82,0.81
891.0,0.76,0.82,0.77
892.0,0.76,0.81,0.83
893.0,0.76,0.82,0.79
894.0,0.76,0.8,0.81
895.0,0.76,0.82,0.8
896.0,0.76,0.81,0.8
897.0,0.76,0.83,0.82
898.0,0.76,0.8,0.82
899.0,0.77,0.82,0.82
900.0,0.77,0.82,0.82
901.0,0.77,0.81,0.8
902.0,0.76,0.83,0.8
903.0,0.76,0.83,0.82
904.0,0.76,0.82,0.78
905.0,0.75,0.81,0.81
906.0,0.76,0.81,0.81
907.0,0.75,0.8,0.81
908.0,0.75,0.8,0.8
909.0,0.75,0.8,0.82
910.0,0.75,0.79,0.79
911.0,0.75,0.8,0.79
912.0,0.75,0.8,0.79
913.0,0.75,0.81,0.8
914.0,0.76,0.82,0.78
915.0,0.76,0.82,0.8
916.0,0.76,0.82,0.81
917.0,0.76,0.8,0.81
918.0,0.76,0.81,0.81
919.0,0.76,0.81,0.79
920.0,0.76,0.81,0.79
921.0,0.76,0.8,0.84
922.0,0.76,0.79,0.79
923.0,0.76,0.79,0.8
924.0,0.76,0.81,0.83
925.0,0.77,0.81,0.79
926.0,0.76,0.83,0.82
927.0,0.76,0.82,0.78
928.0,0.76,0.8,0.84
929.0,0.76,0.83,0.79
930.0,0.76,0.81,0.82
931.0,0.76,0.82,0.78
932.0,0.76,0.8,0.83
933.0,0.76,0.81,0.8
934.0,0.76,0.81,0.84
935.0,0.76,0.83,0.79
936.0,0.76,0.81,0.82
937.0,0.76,0.82,0.81
938.0,0.76,0.8,0.82
939.0,0.76,0.81,0.8
940.0,0.76,0.81,0.81
941.0,0.76,0.83,0.79
942.0,0.76,0.82,0.81
943.0,0.76,0.8,0.79
944.0,0.76,0.81,0.83
945.0,0.76,0.81,0.79
946.0,0.76,0.82,0.81
947.0,0.76,0.81,0.8
948.0,0.76,0.81,0.81
949.0,0.76,0.83,0.81
950.0,0.76,0.83,0.82
951.0,0.75,0.81,0.8
952.0,0.75,0.82,0.82
953.0,0.75,0.84,0.81
954.0,0.75,0.81,0.81
955.0,0.75,0.83,0.82
956.0,0.75,0.81,0.8
957.0,0.75,0.83,0.81
958.0,0.75,0.8,0.8
959.0,0.76,0.81,0.81
960.0,0.77,0.8,0.82
961.0,0.76,0.81,0.82
962.0,0.77,0.81,0.82
963.0,0.77,0.81,0.79
964.0,0.77,0.79,0.82
965.0,0.77,0.85,0.79
966.0,0.77,0.79,0.81
967.0,0.77,0.82,0.8
968.0,0.77,0.81,0.8
969.0,0.77,0.81,0.8
970.0,0.77,0.79,0.81
971.0,0.77,0.81,0.79
972.0,0.77,0.81,0.82
973.0,0.77,0.82,0.79
974.0,0.77,0.82,0.82
975.0,0.77,0.81,0.79
976.0,0.77,0.82,0.82
977.0,0.77,0.8,0.8
978.0,0.77,0.82,0.82
979.0,0.77,0.79,0.79
980.0,0.77,0.83,0.81
981.0,0.77,0.79,0.8
982.0,0.77,0.84,0.8
983.0,0.77,0.81,0.79
984.0,0.77,0.85,0.79
985.0,0.77,0.81,0.8
986.0,0.77,0.81,0.8
987.0,0.77,0.85,0.82
988.0,0.77,0.84,0.82
989.0,0.77,0.82,0.83
990.0,0.77,0.82,0.82
991.0,0.77,0.82,0.81
992.0,0.77,0.84,0.81
993.0,0.77,0.82,0.82
994.0,0.77,0.86,0.83
995.0,0.77,0.83,0.82
996.0,0.77,0.86,0.82
997.0,0.77,0.8,0.83
998.0,0.77,0.86,0.8
999.0,0.77,0.81,0.83
1000.0,0.77,0.86,0.8
1001.0,0.77,0.82,0.84
1002.0,0.77,0.85,0.8
1003.0,0.77,0.83,0.84
1004.0,0.77,0.86,0.81
1005.0,0.77,0.85,0.83
1006.0,0.77,0.86,0.8
1007.0,0.77,0.84,0.83
1008.0,0.77,0.84,0.8
1009.0,0.77,0.82,0.83
1010.0,0.77,0.84,0.8
1011.0,0.77,0.85,0.83
1012.0,0.77,0.84,0.8
1013.0,0.77,0.84,0.85
1014.0,0.76,0.87,0.8
1015.0,0.77,0.82,0.85
1016.0,0.76,0.83,0.81
1017.0,0.77,0.82,0.84
1018.0,0.77,0.85,0.81
1019.0,0.77,0.82,0.83
1020.0,0.77,0.84,0.79
1021.0,0.77,0.82,0.83
1022.0,0.77,0.84,0.81
1023.0,0.77,0.83,0.83
1024.0,0.77,0.84,0.79
1025.0,0.76,0.83,0.83
1026.0,0.76,0.84,0.81
1027.0,0.76,0.83,0.82
1028.0,0.76,0.8,0.82
1029.0,0.76,0.83,0.84
1030.0,0.76,0.79,0.82
1031.0,0.76,0.82,0.85
1032.0,0.77,0.81,0.83
1033.0,0.76,0.83,0.84
1034.0,0.75,0.83,0.82
1035.0,0.76,0.82,0.83
1036.0,0.75,0.83,0.84
1037.0,0.76,0.82,0.83
1038.0,0.76,0.81,0.84
1039.0,0.76,0.81,0.82
1040.0,0.76,0.83,0.84
1041.0,0.77,0.82,0.83
1042.0,0.77,0.81,0.84
1043.0,0.77,0.82,0.82
1044.0,0.77,0.83,0.85
1045.0,0.77,0.81,0.82
1046.0,0.77,0.82,0.84
1047.0,0.77,0.82,0.84
1048.0,0.77,0.82,0.85
1049.0,0.76,0.83,0.85
1050.0,0.75,0.83,0.83
1051.0,0.75,0.82,0.85
1052.0,0.76,0.85,0.83
1053.0,0.76,0.82,0.84
1054.0,0.76,0.83,0.84
1055.0,0.76,0.84,0.82
1056.0,0.76,0.83,0.84
1057.0,0.76,0.84,0.82
1058.0,0.76,0.84,0.85
1059.0,0.76,0.83,0.82
1060.0,0.76,0.84,0.86
1061.0,0.76,0.84,0.85
1062.0,0.76,0.82,0.85
1063.0,0.75,0.85,0.85
1064.0,0.76,0.81,0.85
1065.0,0.76,0.83,0.84
1066.0,0.76,0.8,0.83
1067.0,0.76,0.84,0.87
1068.0,0.76,0.8,0.84
1069.0,0.76,0.83,0.86
1070.0,0.76,0.81,0.81
1071.0,0.76,0.83,0.88
1072.0,0.76,0.83,0.81
1073.0,0.76,0.85,0.87
1074.0,0.76,0.85,0.83
1075.0,0.76,0.84,0.86
1076.0,0.76,0.85,0.83
1077.0,0.76,0.85,0.84
1078.0,0.76,0.85,0.85
1079.0,0.76,0.85,0.82
1080.0,0.76,0.85,0.86
1081.0,0.76,0.85,0.81
1082.0,0.76,0.86,0.86
1083.0,0.77,0.85,0.82
1084.0,0.77,0.85,0.84
1085.0,0.77,0.86,0.83
1086.0,0.77,0.86,0.83
1087.0,0.77,0.84,0.83
1088.0,0.77,0.84,0.85
1089.0,0.77,0.84,0.82
1090.0,0.77,0.85,0.83
1091.0,0.77,0.85,0.82
1092.0,0.77,0.87,0.81
1093.0,0.77,0.84,0.83
1094.0,0.77,0.84,0.83
1095.0,0.77,0.85,0.84
1096.0,0.77,0.86,0.83
1097.0,0.77,0.85,0.84
1098.0,0.77,0.88,0.82
1099.0,0.77,0.85,0.82
1100.0,0.77,0.86,0.84
1101.0,0.77,0.86,0.82
1102.0,0.77,0.83,0.85
1103.0,0.77,0.87,0.83
1104.0,0.77,0.86,0.83
1105.0,0.77,0.86,0.86
1106.0,0.77,0.87,0.83
1107.0,0.77,0.85,0.84
1108.0,0.77,0.87,0.82
1109.0,0.77,0.88,0.84
1110.0,0.77,0.87,0.82
1111.0,0.77,0.86,0.85
1112.0,0.77,0.86,0.81
1113.0,0.77,0.87,0.84
1114.0,0.77,0.87,0.81
1115.0,0.77,0.86,0.84
1116.0,0.77,0.87,0.83
1117.0,0.77,0.87,0.83
1118.0,0.77,0.88,0.82
1119.0,0.77,0.86,0.83
1120.0,0.77,0.87,0.83
1121.0,0.77,0.85,0.83
1122.0,0.77,0.89,0.82
1123.0,0.77,0.86,0.83
1124.0,0.77,0.88,0.84
1125.0,0.77,0.86,0.83
1126.0,0.77,0.86,0.83
1127.0,0.77,0.87,0.84
1128.0,0.77,0.86,0.82
1129.0,0.77,0.87,0.85
1130.0,0.77,0.86,0.79
1131.0,0.76,0.88,0.85
1132.0,0.76,0.87,0.81
1133.0,0.76,0.88,0.84
1134.0,0.76,0.86,0.81
1135.0,0.76,0.88,0.85
1136.0,0.76,0.86,0.81
1137.0,0.76,0.88,0.85
1138.0,0.76,0.85,0.81
1139.0,0.76,0.87,0.86
1140.0,0.76,0.87,0.81
1141.0,0.76,0.87,0.84
1142.0,0.76,0.86,0.81
1143.0,0.76,0.87,0.84
1144.0,0.76,0.85,0.82
1145.0,0.76,0.87,0.86
1146.0,0.76,0.87,0.81
1147.0,0.76,0.86,0.85
1148.0,0.76,0.86,0.82
1149.0,0.76,0.83,0.84
1150.0,0.76,0.87,0.84
1151.0,0.76,0.86,0.84
1152.0,0.77,0.86,0.86
1153.0,0.77,0.85,0.84
1154.0,0.77,0.85,0.85
1155.0,0.77,0.84,0.84
1156.0,0.77,0.85,0.85
1157.0,0.77,0.84,0.83
1158.0,0.77,0.84,0.85
1159.0,0.77,0.84,0.85
1160.0,0.76,0.86,0.86
1161.0,0.76,0.83,0.85
1162.0,0.76,0.84,0.84
1163.0,0.76,0.86,0.85
1164.0,0.76,0.86,0.84
1165.0,0.76,0.85,0.85
1166.0,0.76,0.82,0.85
1167.0,0.76,0.85,0.84
1168.0,0.76,0.82,0.85
1169.0,0.76,0.86,0.85
1170.0,0.76,0.83,0.85
1171.0,0.76,0.83,0.85
1172.0,0.76,0.83,0.85
1173.0,0.76,0.84,0.85
1174.0,0.76,0.84,0.84
1175.0,0.76,0.82,0.84
1176.0,0.76,0.85,0.85
1177.0,0.76,0.84,0.84
1178.0,0.76,0.84,0.85
1179.0,0.76,0.82,0.84
1180.0,0.76,0.82,0.84
1181.0,0.76,0.83,0.85
1182.0,0.76,0.83,0.84
1183.0,0.76,0.82,0.85
1184.0,0.76,0.84,0.85
1185.0,0.76,0.83,0.84
1186.0,0.76,0.84,0.85
1187.0,0.76,0.81,0.84
1188.0,0.76,0.85,0.85
1189.0,0.76,0.82,0.84
1190.0,0.76,0.86,0.84
1191.0,0.76,0.81,0.83
1192.0,0.76,0.85,0.85
1193.0,0.77,0.82,0.84
1194.0,0.77,0.84,0.85
1195.0,0.77,0.8,0.84
1196.0,0.77,0.82,0.84
1197.0,0.77,0.83,0.84
1198.0,0.77,0.83,0.84
1199.0,0.77,0.84,0.84
1200.0,0.77,0.83,0.83
1201.0,0.77,0.84,0.84
1202.0,0.77,0.83,0.84
1203.0,0.77,0.84,0.84
1204.0,0.77,0.84,0.84
1205.0,0.77,0.84,0.84
1206.0,0.77,0.85,0.84
1207.0,0.77,0.82,0.83
1208.0,0.77,0.85,0.84
1209.0,0.77,0.82,0.84
1210.0,0.77,0.85,0.84
1211.0,0.77,0.82,0.83
1212.0,0.77,0.87,0.85
1213.0,0.77,0.82,0.83
1214.0,0.77,0.84,0.84
1215.0,0.77,0.83,0.85
1216.0,0.77,0.86,0.84
1217.0,0.77,0.83,0.85
1218.0,0.77,0.84,0.84
1219.0,0.77,0.81,0.84
1220.0,0.77,0.87,0.84
1221.0,0.77,0.81,0.85
1222.0,0.77,0.86,0.85
1223.0,0.77,0.81,0.85
1224.0,0.77,0.85,0.84
1225.0,0.77,0.82,0.86
1226.0,0.76,0.84,0.83
1227.0,0.77,0.82,0.84
1228.0,0.77,0.84,0.85
1229.0,0.77,0.83,0.85
1230.0,0.77,0.84,0.84
1231.0,0.77,0.83,0.86
1232.0,0.77,0.83,0.84
1233.0,0.77,0.83,0.87
1234.0,0.77,0.84,0.83
1235.0,0.77,0.82,0.85
1236.0,0.77,0.85,0.86
1237.0,0.77,0.82,0.84
1238.0,0.77,0.84,0.85
1239.0,0.77,0.83,0.84
1240.0,0.77,0.85,0.83
1241.0,0.77,0.84,0.87
1242.0,0.76,0.84,0.83
1243.0,0.76,0.83,0.87
1244.0,0.76,0.83,0.85
1245.0,0.76,0.85,0.85
1246.0,0.76,0.83,0.84
1247.0,0.76,0.84,0.86
1248.0,0.76,0.84,0.84
1249.0,0.76,0.87,0.86
1250.0,0.76,0.86,0.83
1251.0,0.76,0.86,0.88
1252.0,0.76,0.86,0.83
1253.0,0.76,0.87,0.87
1254.0,0.76,0.87,0.83
1255.0,0.76,0.87,0.86
1256.0,0.76,0.87,0.85
1257.0,0.76,0.87,0.85
1258.0,0.76,0.85,0.86
1259.0,0.76,0.85,0.85
1260.0,0.76,0.86,0.86
1261.0,0.76,0.87,0.85
1262.0,0.76,0.84,0.86
1263.0,0.76,0.87,0.84
1264.0,0.76,0.87,0.86
1265.0,0.76,0.86,0.85
1266.0,0.77,0.84,0.85
1267.0,0.76,0.86,0.84
1268.0,0.76,0.86,0.84
1269.0,0.76,0.83,0.85
1270.0,0.76,0.86,0.86
1271.0,0.76,0.82,0.85
1272.0,0.76,0.85,0.85
1273.0,0.76,0.85,0.86
1274.0,0.76,0.84,0.84
1275.0,0.76,0.85,0.85
1276.0,0.76,0.86,0.85
1277.0,0.76,0.83,0.83
1278.0,0.76,0.85,0.85
1279.0,0.76,0.86,0.86
1280.0,0.76,0.88,0.83
1281.0,0.76,0.86,0.85
1282.0,0.76,0.82,0.84
1283.0,0.76,0.85,0.84
1284.0,0.76,0.84,0.84
1285.0,0.76,0.86,0.84
1286.0,0.76,0.86,0.84
1287.0,0.76,0.87,0.85
1288.0,0.76,0.87,0.84
1289.0,0.76,0.87,0.83
1290.0,0.76,0.86,0.86
1291.0,0.76,0.87,0.85
1292.0,0.76,0.87,0.84
1293.0,0.76,0.87,0.83
1294.0,0.76,0.86,0.85
1295.0,0.76,0.86,0.84
1296.0,0.76,0.86,0.83
1297.0,0.76,0.84,0.83
1298.0,0.76,0.84,0.84
1299.0,0.76,0.87,0.83
1300.0,0.76,0.84,0.85
1301.0,0.76,0.86,0.83
1302.0,0.76,0.85,0.85
1303.0,0.76,0.83,0.82
1304.0,0.76,0.86,0.86
1305.0,0.76,0.83,0.82
1306.0,0.76,0.87,0.86
1307.0,0.76,0.83,0.83
1308.0,0.76,0.86,0.85
1309.0,0.76,0.84,0.82
1310.0,0.76,0.86,0.86
1311.0,0.76,0.84,0.84
1312.0,0.76,0.88,0.85
1313.0,0.76,0.84,0.83
1314.0,0.76,0.86,0.85
1315.0,0.76,0.85,0.83
1316.0,0.76,0.84,0.85
1317.0,0.76,0.84,0.83
1318.0,0.76,0.83,0.86
1319.0,0.76,0.84,0.82
1320.0,0.76,0.84,0.85
1321.0,0.76,0.83,0.83
1322.0,0.76,0.84,0.84
1323.0,0.76,0.84,0.82
1324.0,0.76,0.85,0.84
1325.0,0.76,0.84,0.83
1326.0,0.76,0.85,0.84
1327.0,0.76,0.84,0.81
1328.0,0.77,0.84,0.85
1329.0,0.77,0.84,0.82
1330.0,0.77,0.84,0.85
1331.0,0.77,0.84,0.81
1332.0,0.77,0.84,0.85
1333.0,0.77,0.84,0.82
1334.0,0.77,0.85,0.85
1335.0,0.77,0.82,0.81
1336.0,0.77,0.85,0.84
1337.0,0.77,0.82,0.85
1338.0,0.77,0.84,0.82
1339.0,0.77,0.83,0.84
1340.0,0.77,0.84,0.83
1341.0,0.77,0.83,0.85
1342.0,0.77,0.84,0.83
1343.0,0.77,0.83,0.85
1344.0,0.77,0.84,0.82
1345.0,0.77,0.83,0.84
1346.0,0.77,0.84,0.83
1347.0,0.77,0.83,0.85
1348.0,0.77,0.84,0.83
1349.0,0.77,0.83,0.84
1350.0,0.77,0.85,0.83
1351.0,0.77,0.82,0.84
1352.0,0.77,0.85,0.83
1353.0,0.77,0.82,0.84
1354.0,0.77,0.83,0.83
1355.0,0.77,0.82,0.84
1356.0,0.77,0.83,0.83
1357.0,0.77,0.84,0.83
1358.0,0.77,0.83,0.85
1359.0,0.77,0.83,0.82
1360.0,0.77,0.85,0.86
1361.0,0.77,0.82,0.82
1362.0,0.77,0.85,0.86
1363.0,0.77,0.83,0.81
1364.0,0.77,0.84,0.87
1365.0,0.77,0.84,0.82
1366.0,0.77,0.84,0.86
1367.0,0.77,0.84,0.83
1368.0,0.77,0.82,0.86
1369.0,0.77,0.83,0.85
1370.0,0.77,0.84,0.84
1371.0,0.77,0.83,0.84
1372.0,0.77,0.84,0.86
1373.0,0.77,0.82,0.84
1374.0,0.77,0.83,0.86
1375.0,0.77,0.84,0.82
1376.0,0.77,0.85,0.86
1377.0,0.77,0.83,0.84
1378.0,0.77,0.84,0.84
1379.0,0.77,0.84,0.86
1380.0,0.77,0.84,0.83
1381.0,0.77,0.83,0.84
1382.0,0.77,0.85,0.85
1383.0,0.77,0.83,0.85
1384.0,0.77,0.85,0.84
1385.0,0.77,0.84,0.84
1386.0,0.77,0.84,0.84
1387.0,0.77,0.85,0.83
1388.0,0.77,0.84,0.85
1389.0,0.77,0.86,0.83
1390.0,0.77,0.83,0.86
1391.0,0.77,0.86,0.83
1392.0,0.77,0.86,0.85
1393.0,0.77,0.84,0.83
1394.0,0.77,0.85,0.85
1395.0,0.77,0.85,0.83
1396.0,0.77,0.83,0.84
1397.0,0.77,0.86,0.83
1398.0,0.76,0.83,0.84
1399.0,0.77,0.86,0.83
1400.0,0.77,0.83,0.84
1401.0,0.77,0.86,0.84
1402.0,0.77,0.85,0.84
1403.0,0.77,0.85,0.85
1404.0,0.77,0.82,0.84
1405.0,0.77,0.86,0.84
1406.0,0.77,0.85,0.83
1407.0,0.77,0.84,0.85
1408.0,0.77,0.83,0.85
1409.0,0.77,0.83,0.84
1410.0,0.77,0.83,0.84
1411.0,0.76,0.84,0.84
1412.0,0.77,0.84,0.83
1413.0,0.77,0.84,0.85
1414.0,0.77,0.84,0.83
1415.0,0.77,0.83,0.85
1416.0,0.77,0.84,0.83
1417.0,0.77,0.82,0.84
1418.0,0.77,0.84,0.83
1419.0,0.77,0.83,0.84
1420.0,0.77,0.83,0.84
1421.0,0.77,0.82,0.85
1422.0,0.77,0.85,0.83
1423.0,0.77,0.83,0.85
1424.0,0.77,0.83,0.84
1425.0,0.77,0.84,0.84
1426.0,0.77,0.84,0.84
1427.0,0.77,0.85,0.84
1428.0,0.77,0.82,0.84
1429.0,0.77,0.84,0.83
1430.0,0.77,0.83,0.85
1431.0,0.77,0.84,0.84
1432.0,0.77,0.83,0.84
1433.0,0.77,0.83,0.84
1434.0,0.77,0.84,0.84
1435.0,0.77,0.83,0.83
1436.0,0.77,0.83,0.84
1437.0,0.77,0.83,0.84
1438.0,0.77,0.84,0.84
1439.0,0.77,0.82,0.83
1440.0,0.77,0.83,0.85
1441.0,0.77,0.84,0.84
1442.0,0.77,0.81,0.84
1443.0,0.77,0.85,0.83
1444.0,0.77,0.82,0.84
1445.0,0.77,0.85,0.83
1446.0,0.77,0.81,0.84
1447.0,0.77,0.84,0.83
1448.0,0.77,0.83,0.84
1449.0,0.77,0.82,0.83
1450.0,0.77,0.81,0.84
1451.0,0.77,0.83,0.84
1452.0,0.77,0.81,0.82
1453.0,0.76,0.83,0.85
1454.0,0.77,0.82,0.82
1455.0,0.77,0.83,0.85
1456.0,0.77,0.8,0.83
1457.0,0.77,0.83,0.84
1458.0,0.77,0.81,0.84
1459.0,0.77,0.82,0.84
1460.0,0.77,0.82,0.83
1461.0,0.77,0.83,0.83
1462.0,0.77,0.84,0.84
1463.0,0.77,0.84,0.83
1464.0,0.77,0.82,0.86
1465.0,0.77,0.84,0.83
1466.0,0.77,0.82,0.85
1467.0,0.77,0.84,0.82
1468.0,0.77,0.83,0.85
1469.0,0.77,0.84,0.82
1470.0,0.77,0.83,0.85
1471.0,0.77,0.84,0.83
1472.0,0.76,0.84,0.85
1473.0,0.76,0.85,0.85
1474.0,0.76,0.84,0.85
1475.0,0.76,0.83,0.85
1476.0,0.76,0.84,0.85
1477.0,0.76,0.84,0.84
1478.0,0.76,0.83,0.85
1479.0,0.76,0.83,0.84
1480.0,0.76,0.83,0.85
1481.0,0.76,0.83,0.83
1482.0,0.76,0.83,0.86
1483.0,0.76,0.84,0.84
1484.0,0.76,0.82,0.85
1485.0,0.76,0.83,0.84
1486.0,0.76,0.84,0.87
1487.0,0.76,0.82,0.83
1488.0,0.76,0.83,0.87
1489.0,0.76,0.82,0.83
1490.0,0.76,0.83,0.86
1491.0,0.76,0.84,0.82
1492.0,0.76,0.81,0.86
1493.0,0.76,0.85,0.83
1494.0,0.76,0.84,0.85
1495.0,0.76,0.84,0.82
1496.0,0.76,0.83,0.85
1497.0,0.76,0.83,0.83
1498.0,0.76,0.85,0.84
1499.0,0.76,0.83,0.83
1500.0,0.76,0.85,0.84
1501.0,0.76,0.81,0.84
1502.0,0.76,0.83,0.85
1503.0,0.76,0.83,0.84
1504.0,0.76,0.84,0.85
1505.0,0.76,0.84,0.85
1506.0,0.76,0.86,0.84
1507.0,0.76,0.85,0.85
1508.0,0.76,0.84,0.85
1509.0,0.76,0.84,0.84
1510.0,0.76,0.84,0.85
1511.0,0.76,0.85,0.86
1512.0,0.76,0.83,0.85
1513.0,0.76,0.84,0.86
1514.0,0.76,0.84,0.85
1515.0,0.76,0.83,0.86
1516.0,0.76,0.84,0.85
1517.0,0.76,0.85,0.87
1518.0,0.76,0.84,0.85
1519.0,0.76,0.87,0.86
1520.0,0.76,0.86,0.86
1521.0,0.76,0.85,0.86
1522.0,0.76,0.84,0.85
1523.0,0.76,0.85,0.85
1524.0,0.76,0.84,0.85
1525.0,0.76,0.85,0.83
1526.0,0.76,0.84,0.86
1527.0,0.76,0.84,0.86
1528.0,0.76,0.85,0.85
1529.0,0.76,0.84,0.86
1530.0,0.76,0.84,0.84
1531.0,0.76,0.83,0.86
1532.0,0.76,0.84,0.86
1533.0,0.76,0.84,0.84
1534.0,0.76,0.84,0.86
1535.0,0.76,0.85,0.84
1536.0,0.76,0.84,0.86
1537.0,0.76,0.84,0.85
1538.0,0.76,0.83,0.86
1539.0,0.76,0.84,0.84
1540.0,0.76,0.84,0.85
1541.0,0.76,0.84,0.85
1542.0,0.76,0.84,0.85
1543.0,0.76,0.84,0.85
1544.0,0.76,0.85,0.84
1545.0,0.76,0.84,0.86
1546.0,0.76,0.85,0.85
1547.0,0.76,0.84,0.84
1548.0,0.76,0.84,0.85
1549.0,0.76,0.83,0.84
1550.0,0.76,0.83,0.85
1551.0,0.76,0.83,0.85
1552.0,0.76,0.85,0.85
1553.0,0.76,0.83,0.84
1554.0,0.76,0.83,0.85
1555.0,0.76,0.83,0.84
1556.0,0.76,0.83,0.84
1557.0,0.76,0.84,0.85
1558.0,0.76,0.83,0.85
1559.0,0.76,0.84,0.84
1560.0,0.76,0.86,0.84
1561.0,0.76,0.84,0.86
1562.0,0.76,0.85,0.84
1563.0,0.76,0.85,0.86
1564.0,0.76,0.83,0.84
1565.0,0.76,0.84,0.86
1566.0,0.76,0.84,0.84
1567.0,0.76,0.85,0.86
1568.0,0.76,0.84,0.85
1569.0,0.76,0.86,0.85
1570.0,0.76,0.83,0.84
1571.0,0.76,0.85,0.85
1572.0,0.76,0.84,0.83
1573.0,0.76,0.86,0.85
1574.0,0.76,0.87,0.85
1575.0,0.76,0.83,0.84
1576.0,0.76,0.86,0.85
1577.0,0.76,0.85,0.85
1578.0,0.76,0.85,0.85
1579.0,0.76,0.86,0.84
1580.0,0.76,0.84,0.85
1581.0,0.76,0.85,0.85
1582.0,0.76,0.85,0.83
1583.0,0.76,0.83,0.86
1584.0,0.76,0.85,0.83
1585.0,0.76,0.85,0.86
1586.0,0.76,0.85,0.83
1587.0,0.77,0.83,0.86
1588.0,0.77,0.84,0.84
1589.0,0.77,0.86,0.85
1590.0,0.77,0.85,0.84
1591.0,0.77,0.86,0.85
1592.0,0.77,0.85,0.84
1593.0,0.77,0.86,0.85
1594.0,0.77,0.85,0.84
1595.0,0.77,0.84,0.85
1596.0,0.77,0.84,0.84
1597.0,0.76,0.81,0.85
1598.0,0.76,0.86,0.85
1599.0,0.77,0.82,0.85
1600.0,0.77,0.83,0.85
1601.0,0.77,0.83,0.85
1602.0,0.76,0.86,0.85
1603.0,0.76,0.86,0.84
1604.0,0.76,0.83,0.85
1605.0,0.76,0.85,0.83
1606.0,0.76,0.83,0.86
1607.0,0.77,0.84,0.84
1608.0,0.77,0.83,0.85
1609.0,0.77,0.84,0.83
1610.0,0.76,0.84,0.86
1611.0,0.77,0.85,0.83
1612.0,0.76,0.86,0.85
1613.0,0.76,0.83,0.85
1614.0,0.77,0.84,0.86
1615.0,0.77,0.86,0.83
1616.0,0.77,0.84,0.86
1617.0,0.77,0.86,0.85
1618.0,0.77,0.86,0.84
1619.0,0.77,0.83,0.84
1620.0,0.77,0.86,0.86
1621.0,0.77,0.83,0.85
1622.0,0.77,0.85,0.85
1623.0,0.77,0.84,0.84
1624.0,0.77,0.85,0.86
1625.0,0.77,0.85,0.85
1626.0,0.77,0.83,0.85
1627.0,0.77,0.86,0.85
1628.0,0.76,0.84,0.84
1629.0,0.77,0.83,0.84
1630.0,0.77,0.84,0.84
1631.0,0.77,0.84,0.84
1632.0,0.77,0.83,0.86
1633.0,0.77,0.85,0.83
1634.0,0.77,0.83,0.85
1635.0,0.77,0.84,0.83
1636.0,0.77,0.84,0.86
1637.0,0.76,0.84,0.83
1638.0,0.77,0.84,0.85
1639.0,0.77,0.83,0.85
1640.0,0.77,0.84,0.85
1641.0,0.77,0.83,0.84
1642.0,0.77,0.84,0.85
1643.0,0.77,0.83,0.83
1644.0,0.77,0.86,0.84
1645.0,0.77,0.83,0.84
1646.0,0.77,0.86,0.84
1647.0,0.77,0.83,0.84
1648.0,0.77,0.86,0.84
1649.0,0.77,0.84,0.83
1650.0,0.77,0.87,0.85
1651.0,0.77,0.84,0.84
1652.0,0.77,0.85,0.85
1653.0,0.77,0.83,0.83
1654.0,0.77,0.85,0.86
1655.0,0.77,0.83,0.83
1656.0,0.77,0.84,0.86
1657.0,0.77,0.85,0.84
1658.0,0.77,0.86,0.85
1659.0,0.77,0.84,0.84
1660.0,0.77,0.85,0.85
1661.0,0.77,0.84,0.83
1662.0,0.77,0.87,0.84
1663.0,0.77,0.86,0.84
1664.0,0.77,0.84,0.84
1665.0,0.77,0.86,0.85
1666.0,0.76,0.85,0.85
1667.0,0.77,0.85,0.84
1668.0,0.77,0.85,0.85
1669.0,0.77,0.84,0.84
1670.0,0.77,0.86,0.84
1671.0,0.77,0.83,0.84
1672.0,0.77,0.85,0.84
1673.0,0.77,0.83,0.85
1674.0,0.76,0.86,0.83
1675.0,0.76,0.84,0.85
1676.0,0.76,0.86,0.84
1677.0,0.76,0.85,0.84
1678.0,0.76,0.88,0.84
1679.0,0.76,0.83,0.83
1680.0,0.76,0.87,0.83
1681.0,0.76,0.85,0.83
1682.0,0.76,0.87,0.84
1683.0,0.76,0.83,0.83
1684.0,0.76,0.86,0.83
1685.0,0.76,0.84,0.84
1686.0,0.76,0.9,0.83
1687.0,0.76,0.83,0.84
1688.0,0.76,0.88,0.83
1689.0,0.75,0.84,0.84
1690.0,0.75,0.87,0.84
1691.0,0.75,0.85,0.84
1692.0,0.75,0.84,0.84
1693.0,0.76,0.84,0.84
1694.0,0.76,0.86,0.85
1695.0,0.76,0.84,0.83
1696.0,0.76,0.85,0.85
1697.0,0.76,0.85,0.83
1698.0,0.76,0.85,0.84
1699.0,0.76,0.86,0.83
