step,R1.0,R0.9,R0.8,R0.7,R0.6,R0.5
3145.0,0.75,0.91,0.83,0.78,0.83,0.72
3146.0,0.75,0.92,0.86,0.81,0.83,0.73
3147.0,0.75,0.91,0.84,0.78,0.83,0.7
3148.0,0.75,0.92,0.86,0.82,0.82,0.72
3149.0,0.75,0.91,0.84,0.78,0.84,0.71
3150.0,0.75,0.92,0.84,0.82,0.82,0.69
3151.0,0.75,0.91,0.84,0.78,0.83,0.72
3152.0,0.75,0.93,0.85,0.82,0.83,0.7
3153.0,0.75,0.92,0.83,0.78,0.84,0.72
3154.0,0.75,0.93,0.86,0.82,0.82,0.73
3155.0,0.75,0.92,0.84,0.78,0.84,0.72
3156.0,0.75,0.93,0.85,0.82,0.82,0.73
3157.0,0.75,0.92,0.84,0.78,0.84,0.72
3158.0,0.75,0.93,0.85,0.82,0.83,0.71
3159.0,0.75,0.92,0.83,0.79,0.84,0.69
3160.0,0.75,0.93,0.86,0.82,0.82,0.7
3161.0,0.75,0.92,0.83,0.78,0.84,0.71
3162.0,0.75,0.93,0.86,0.82,0.82,0.73
3163.0,0.75,0.92,0.84,0.79,0.83,0.71
3164.0,0.75,0.93,0.86,0.81,0.83,0.71
3165.0,0.75,0.92,0.84,0.78,0.84,0.71
3166.0,0.75,0.93,0.86,0.82,0.82,0.71
3167.0,0.75,0.92,0.84,0.78,0.84,0.71
3168.0,0.75,0.93,0.85,0.82,0.82,0.7
3169.0,0.75,0.92,0.83,0.78,0.84,0.71
3170.0,0.75,0.93,0.86,0.81,0.83,0.7
3171.0,0.75,0.92,0.84,0.79,0.83,0.7
3172.0,0.75,0.93,0.85,0.82,0.83,0.72
3173.0,0.75,0.92,0.83,0.79,0.83,0.71
3174.0,0.75,0.93,0.86,0.82,0.83,0.72
3175.0,0.75,0.92,0.83,0.78,0.84,0.72
3176.0,0.75,0.93,0.86,0.82,0.82,0.71
3177.0,0.75,0.92,0.83,0.78,0.83,0.69
3178.0,0.75,0.93,0.86,0.82,0.83,0.69
3179.0,0.75,0.92,0.84,0.79,0.83,0.69
3180.0,0.75,0.93,0.85,0.81,0.83,0.72
3181.0,0.75,0.92,0.85,0.78,0.83,0.7
3182.0,0.75,0.93,0.86,0.81,0.82,0.7
3183.0,0.75,0.92,0.84,0.78,0.83,0.71
3184.0,0.75,0.93,0.85,0.81,0.83,0.71
3185.0,0.75,0.92,0.83,0.78,0.84,0.71
3186.0,0.75,0.93,0.84,0.81,0.82,0.69
3187.0,0.75,0.92,0.85,0.78,0.84,0.71
3188.0,0.75,0.93,0.84,0.82,0.82,0.73
3189.0,0.75,0.92,0.85,0.78,0.83,0.72
3190.0,0.75,0.93,0.85,0.82,0.83,0.72
3191.0,0.75,0.92,0.83,0.78,0.84,0.69
3192.0,0.75,0.93,0.85,0.82,0.82,0.72
3193.0,0.75,0.92,0.84,0.78,0.83,0.7
3194.0,0.75,0.93,0.84,0.82,0.83,0.7
3195.0,0.75,0.92,0.83,0.78,0.83,0.7
3196.0,0.75,0.93,0.86,0.82,0.83,0.72
3197.0,0.75,0.92,0.84,0.78,0.83,0.69
3198.0,0.75,0.93,0.85,0.81,0.82,0.72
3199.0,0.75,0.92,0.85,0.79,0.84,0.73
3200.0,0.75,0.93,0.85,0.81,0.82,0.69
3201.0,0.75,0.92,0.85,0.79,0.83,0.7
3202.0,0.75,0.93,0.84,0.81,0.83,0.7
3203.0,0.75,0.92,0.84,0.79,0.83,0.71
3204.0,0.75,0.94,0.86,0.81,0.82,0.71
3205.0,0.75,0.92,0.84,0.79,0.83,0.7
3206.0,0.75,0.94,0.85,0.81,0.83,0.73
3207.0,0.75,0.93,0.84,0.79,0.83,0.71
3208.0,0.75,0.93,0.84,0.81,0.83,0.7
3209.0,0.75,0.93,0.83,0.79,0.84,0.71
3210.0,0.75,0.93,0.86,0.81,0.83,0.7
3211.0,0.75,0.93,0.84,0.79,0.84,0.7
3212.0,0.75,0.93,0.86,0.81,0.82,0.73
3213.0,0.75,0.93,0.83,0.79,0.83,0.7
3214.0,0.75,0.93,0.86,0.81,0.82,0.72
3215.0,0.75,0.93,0.84,0.79,0.83,0.7
3216.0,0.75,0.93,0.85,0.81,0.83,0.73
3217.0,0.75,0.93,0.84,0.79,0.84,0.71
3218.0,0.75,0.93,0.85,0.81,0.82,0.71
3219.0,0.75,0.93,0.83,0.79,0.84,0.72
3220.0,0.75,0.93,0.85,0.81,0.82,0.7
3221.0,0.75,0.93,0.85,0.79,0.84,0.72
3222.0,0.75,0.93,0.85,0.81,0.82,0.72
3223.0,0.75,0.93,0.83,0.79,0.83,0.7
3224.0,0.75,0.93,0.86,0.81,0.83,0.72
3225.0,0.75,0.93,0.84,0.79,0.83,0.72
3226.0,0.75,0.94,0.85,0.81,0.83,0.71
3227.0,0.76,0.92,0.84,0.79,0.83,0.71
3228.0,0.76,0.94,0.85,0.81,0.83,0.71
3229.0,0.76,0.92,0.84,0.79,0.84,0.73
3230.0,0.76,0.94,0.85,0.81,0.82,0.72
3231.0,0.75,0.92,0.84,0.79,0.84,0.72
3232.0,0.76,0.93,0.86,0.81,0.82,0.72
3233.0,0.76,0.93,0.84,0.79,0.84,0.72
3234.0,0.76,0.93,0.85,0.81,0.82,0.69
3235.0,0.76,0.93,0.85,0.79,0.84,0.72
3236.0,0.76,0.93,0.84,0.81,0.82,0.69
3237.0,0.76,0.93,0.83,0.79,0.83,0.72
3238.0,0.76,0.93,0.86,0.81,0.83,0.68
3239.0,0.76,0.92,0.84,0.79,0.83,0.73
3240.0,0.76,0.93,0.85,0.81,0.83,0.73
3241.0,0.76,0.92,0.84,0.79,0.84,0.7
3242.0,0.76,0.94,0.85,0.81,0.82,0.7
3243.0,0.76,0.92,0.83,0.79,0.83,0.71
3244.0,0.76,0.94,0.86,0.81,0.83,0.72
3245.0,0.76,0.92,0.83,0.79,0.84,0.71
3246.0,0.76,0.94,0.86,0.81,0.82,0.71
3247.0,0.76,0.92,0.85,0.79,0.84,0.71
3248.0,0.76,0.94,0.85,0.81,0.82,0.71
3249.0,0.76,0.92,0.84,0.79,0.83,0.69
3250.0,0.76,0.94,0.85,0.81,0.83,0.7
3251.0,0.76,0.92,0.85,0.79,0.83,0.71
3252.0,0.76,0.94,0.84,0.81,0.82,0.73
3253.0,0.76,0.93,0.83,0.79,0.83,0.72
3254.0,0.76,0.94,0.86,0.81,0.82,0.72
3255.0,0.76,0.92,0.85,0.79,0.83,0.7
3256.0,0.76,0.93,0.85,0.81,0.82,0.72
3257.0,0.76,0.92,0.84,0.79,0.84,0.72
3258.0,0.76,0.94,0.85,0.81,0.82,0.71
3259.0,0.76,0.92,0.83,0.79,0.83,0.71
3260.0,0.76,0.94,0.85,0.81,0.82,0.71
3261.0,0.76,0.92,0.84,0.79,0.83,0.71
3262.0,0.76,0.94,0.84,0.81,0.83,0.72
3263.0,0.76,0.92,0.84,0.79,0.83,0.7
3264.0,0.76,0.94,0.84,0.81,0.82,0.7
3265.0,0.76,0.92,0.84,0.79,0.83,0.71
3266.0,0.76,0.94,0.85,0.81,0.83,0.72
3267.0,0.76,0.92,0.84,0.79,0.84,0.71
3268.0,0.76,0.94,0.85,0.81,0.82,0.71
3269.0,0.76,0.92,0.84,0.79,0.84,0.72
3270.0,0.76,0.94,0.85,0.81,0.83,0.72
3271.0,0.76,0.92,0.83,0.79,0.83,0.71
3272.0,0.76,0.94,0.86,0.81,0.83,0.7
3273.0,0.76,0.93,0.84,0.79,0.84,0.7
3274.0,0.76,0.94,0.85,0.81,0.82,0.72
3275.0,0.76,0.92,0.83,0.79,0.83,0.7
3276.0,0.76,0.94,0.86,0.81,0.83,0.73
3277.0,0.76,0.93,0.84,0.79,0.83,0.74
3278.0,0.76,0.93,0.86,0.81,0.83,0.73
3279.0,0.76,0.93,0.84,0.79,0.83,0.7
3280.0,0.76,0.94,0.86,0.81,0.82,0.7
3281.0,0.76,0.93,0.83,0.79,0.83,0.73
3282.0,0.76,0.93,0.86,0.81,0.82,0.7
3283.0,0.76,0.93,0.85,0.79,0.84,0.71
3284.0,0.76,0.93,0.86,0.81,0.82,0.72
3285.0,0.76,0.93,0.84,0.79,0.83,0.71
3286.0,0.76,0.93,0.85,0.81,0.83,0.7
3287.0,0.76,0.93,0.83,0.79,0.83,0.71
3288.0,0.76,0.93,0.85,0.81,0.83,0.72
3289.0,0.76,0.93,0.84,0.79,0.83,0.69
3290.0,0.76,0.93,0.85,0.81,0.83,0.73
3291.0,0.76,0.93,0.84,0.79,0.84,0.72
3292.0,0.76,0.93,0.85,0.81,0.83,0.71
3293.0,0.76,0.93,0.84,0.79,0.83,0.7
3294.0,0.76,0.93,0.85,0.81,0.83,0.72
3295.0,0.75,0.93,0.84,0.79,0.84,0.73
3296.0,0.75,0.93,0.85,0.81,0.82,0.7
3297.0,0.75,0.93,0.85,0.79,0.84,0.72
3298.0,0.75,0.93,0.86,0.81,0.82,0.72
3299.0,0.75,0.93,0.83,0.79,0.84,0.71
3300.0,0.75,0.93,0.86,0.81,0.82,0.72
3301.0,0.75,0.93,0.83,0.79,0.83,0.71
3302.0,0.75,0.93,0.86,0.81,0.83,0.71
3303.0,0.75,0.93,0.84,0.79,0.84,0.73
3304.0,0.75,0.93,0.85,0.81,0.83,0.7
3305.0,0.75,0.93,0.84,0.79,0.83,0.7
3306.0,0.76,0.93,0.86,0.81,0.83,0.72
3307.0,0.76,0.93,0.84,0.79,0.84,0.73
3308.0,0.76,0.93,0.85,0.81,0.82,0.7
3309.0,0.76,0.93,0.84,0.79,0.84,0.69
3310.0,0.76,0.93,0.85,0.81,0.82,0.69
3311.0,0.76,0.93,0.84,0.79,0.83,0.7
3312.0,0.76,0.94,0.86,0.81,0.83,0.7
3313.0,0.76,0.92,0.83,0.79,0.84,0.72
3314.0,0.76,0.94,0.85,0.81,0.82,0.71
3315.0,0.76,0.92,0.84,0.79,0.84,0.72
3316.0,0.76,0.94,0.85,0.81,0.82,0.72
3317.0,0.76,0.92,0.83,0.79,0.83,0.7
3318.0,0.76,0.94,0.86,0.81,0.83,0.71
3319.0,0.76,0.92,0.84,0.79,0.83,0.69
3320.0,0.76,0.94,0.86,0.81,0.82,0.72
3321.0,0.76,0.92,0.84,0.79,0.84,0.71
3322.0,0.76,0.94,0.85,0.81,0.82,0.69
3323.0,0.76,0.92,0.84,0.79,0.84,0.71
3324.0,0.76,0.94,0.85,0.81,0.82,0.73
3325.0,0.76,0.92,0.85,0.79,0.84,0.72
3326.0,0.76,0.94,0.84,0.81,0.82,0.7
3327.0,0.76,0.92,0.84,0.79,0.83,0.7
3328.0,0.76,0.94,0.85,0.81,0.83,0.71
3329.0,0.75,0.92,0.83,0.79,0.84,0.71
3330.0,0.76,0.94,0.84,0.81,0.82,0.73
3331.0,0.76,0.93,0.83,0.79,0.83,0.73
3332.0,0.76,0.93,0.85,0.81,0.83,0.69
3333.0,0.76,0.93,0.83,0.79,0.83,0.71
3334.0,0.76,0.93,0.85,0.81,0.83,0.71
3335.0,0.76,0.93,0.83,0.79,0.84,0.74
3336.0,0.76,0.94,0.86,0.81,0.82,0.68
3337.0,0.76,0.92,0.85,0.79,0.84,0.72
3338.0,0.76,0.94,0.86,0.81,0.82,0.72
3339.0,0.76,0.92,0.83,0.79,0.84,0.72
3340.0,0.76,0.94,0.86,0.81,0.82,0.72
3341.0,0.76,0.92,0.85,0.79,0.83,0.73
3342.0,0.76,0.94,0.84,0.81,0.83,0.73
3343.0,0.76,0.92,0.83,0.79,0.84,0.72
3344.0,0.76,0.93,0.86,0.81,0.82,0.73
3345.0,0.76,0.93,0.84,0.79,0.84,0.71
3346.0,0.76,0.93,0.85,0.81,0.82,0.69
3347.0,0.76,0.93,0.83,0.79,0.83,0.74
3348.0,0.75,0.93,0.86,0.81,0.83,0.7
3349.0,0.75,0.93,0.83,0.79,0.83,0.72
3350.0,0.75,0.93,0.86,0.81,0.83,0.68
3351.0,0.75,0.93,0.84,0.79,0.83,0.73
3352.0,0.75,0.93,0.85,0.81,0.83,0.71
3353.0,0.75,0.93,0.84,0.79,0.83,0.71
3354.0,0.75,0.93,0.86,0.81,0.83,0.71
3355.0,0.75,0.93,0.84,0.79,0.84,0.73
3356.0,0.75,0.93,0.85,0.81,0.82,0.7
3357.0,0.75,0.92,0.84,0.79,0.84,0.7
3358.0,0.75,0.94,0.85,0.81,0.82,0.71
3359.0,0.75,0.92,0.84,0.79,0.84,0.69
3360.0,0.75,0.93,0.84,0.81,0.82,0.69
3361.0,0.75,0.93,0.83,0.79,0.84,0.69
3362.0,0.75,0.93,0.85,0.81,0.83,0.7
3363.0,0.75,0.93,0.83,0.79,0.84,0.74
3364.0,0.75,0.93,0.86,0.81,0.82,0.72
3365.0,0.75,0.93,0.84,0.79,0.84,0.69
3366.0,0.75,0.94,0.84,0.81,0.82,0.71
3367.0,0.75,0.92,0.84,0.79,0.84,0.72
3368.0,0.75,0.94,0.86,0.81,0.82,0.72
3369.0,0.75,0.92,0.84,0.79,0.84,0.7
3370.0,0.75,0.94,0.85,0.81,0.82,0.72
3371.0,0.75,0.92,0.83,0.79,0.84,0.7
3372.0,0.75,0.94,0.86,0.81,0.82,0.69
3373.0,0.75,0.92,0.83,0.79,0.84,0.7
3374.0,0.75,0.94,0.86,0.81,0.83,0.71
3375.0,0.75,0.92,0.83,0.79,0.83,0.69
3376.0,0.75,0.93,0.85,0.81,0.83,0.7
3377.0,0.75,0.93,0.83,0.79,0.83,0.72
3378.0,0.75,0.93,0.86,0.81,0.82,0.72
3379.0,0.75,0.92,0.83,0.79,0.84,0.7
3380.0,0.75,0.93,0.86,0.81,0.82,0.7
3381.0,0.75,0.93,0.84,0.79,0.84,0.7
3382.0,0.75,0.94,0.85,0.81,0.83,0.72
3383.0,0.75,0.93,0.84,0.79,0.84,0.71
3384.0,0.75,0.94,0.85,0.81,0.82,0.71
3385.0,0.75,0.93,0.83,0.79,0.83,0.72
3386.0,0.75,0.93,0.86,0.81,0.83,0.72
3387.0,0.75,0.93,0.84,0.79,0.84,0.7
3388.0,0.75,0.93,0.85,0.81,0.82,0.72
3389.0,0.75,0.92,0.83,0.79,0.83,0.73
3390.0,0.75,0.93,0.86,0.81,0.83,0.72
3391.0,0.75,0.92,0.84,0.79,0.83,0.72
3392.0,0.75,0.92,0.84,0.81,0.83,0.72
3393.0,0.75,0.92,0.85,0.79,0.84,0.72
3394.0,0.75,0.93,0.84,0.81,0.82,0.71
3395.0,0.75,0.91,0.84,0.79,0.84,0.7
3396.0,0.75,0.93,0.85,0.81,0.82,0.69
3397.0,0.75,0.91,0.83,0.79,0.83,0.72
3398.0,0.75,0.93,0.86,0.81,0.83,0.72
3399.0,0.75,0.91,0.85,0.79,0.83,0.69
3400.0,0.75,0.93,0.84,0.81,0.83,0.71
3401.0,0.76,0.92,0.84,0.79,0.84,0.7
3402.0,0.76,0.92,0.85,0.81,0.82,0.72
3403.0,0.76,0.92,0.84,0.79,0.83,0.7
3404.0,0.76,0.92,0.85,0.81,0.82,0.71
3405.0,0.76,0.91,0.84,0.79,0.84,0.7
3406.0,0.76,0.93,0.84,0.81,0.82,0.72
3407.0,0.76,0.92,0.84,0.79,0.83,0.71
3408.0,0.76,0.93,0.84,0.81,0.83,0.72
3409.0,0.76,0.91,0.83,0.79,0.84,0.71
3410.0,0.76,0.93,0.86,0.81,0.82,0.7
3411.0,0.76,0.91,0.85,0.79,0.84,0.71
3412.0,0.76,0.93,0.85,0.81,0.82,0.71
3413.0,0.76,0.91,0.85,0.79,0.83,0.72
3414.0,0.76,0.93,0.85,0.81,0.83,0.7
3415.0,0.75,0.91,0.83,0.79,0.84,0.7
3416.0,0.75,0.93,0.85,0.81,0.82,0.69
3417.0,0.75,0.91,0.85,0.79,0.83,0.7
3418.0,0.75,0.93,0.84,0.81,0.83,0.72
3419.0,0.75,0.91,0.83,0.79,0.84,0.7
3420.0,0.75,0.93,0.86,0.81,0.82,0.72
3421.0,0.75,0.91,0.85,0.79,0.83,0.7
3422.0,0.75,0.93,0.85,0.81,0.83,0.7
3423.0,0.75,0.91,0.84,0.79,0.84,0.72
3424.0,0.75,0.93,0.85,0.81,0.82,0.72
3425.0,0.75,0.91,0.85,0.79,0.83,0.72
3426.0,0.75,0.93,0.85,0.81,0.82,0.72
3427.0,0.75,0.91,0.85,0.79,0.84,0.69
3428.0,0.75,0.93,0.84,0.81,0.82,0.73
3429.0,0.75,0.91,0.85,0.79,0.83,0.71
3430.0,0.75,0.93,0.84,0.81,0.82,0.72
3431.0,0.75,0.91,0.85,0.79,0.84,0.71
3432.0,0.75,0.93,0.84,0.81,0.82,0.69
3433.0,0.75,0.92,0.84,0.79,0.83,0.71
3434.0,0.75,0.92,0.85,0.81,0.83,0.69
3435.0,0.75,0.92,0.84,0.79,0.84,0.72
3436.0,0.75,0.92,0.86,0.81,0.83,0.72
3437.0,0.75,0.92,0.84,0.79,0.83,0.71
3438.0,0.75,0.92,0.85,0.81,0.82,0.69
3439.0,0.75,0.91,0.83,0.79,0.83,0.71
3440.0,0.75,0.93,0.86,0.81,0.83,0.7
3441.0,0.75,0.91,0.85,0.79,0.84,0.7
3442.0,0.75,0.93,0.85,0.81,0.82,0.71
3443.0,0.75,0.91,0.84,0.79,0.84,0.7
3444.0,0.75,0.93,0.86,0.81,0.82,0.7
3445.0,0.75,0.91,0.84,0.79,0.84,0.72
3446.0,0.75,0.93,0.85,0.81,0.82,0.72
3447.0,0.75,0.91,0.84,0.79,0.84,0.7
3448.0,0.75,0.93,0.85,0.81,0.82,0.72
3449.0,0.75,0.91,0.83,0.79,0.84,0.71
3450.0,0.75,0.93,0.85,0.81,0.82,0.72
3451.0,0.75,0.91,0.84,0.79,0.83,0.7
3452.0,0.75,0.93,0.84,0.81,0.83,0.7
3453.0,0.75,0.91,0.84,0.79,0.83,0.72
3454.0,0.75,0.93,0.85,0.81,0.83,0.71
3455.0,0.75,0.91,0.84,0.79,0.84,0.7
3456.0,0.75,0.93,0.84,0.81,0.82,0.71
3457.0,0.76,0.91,0.85,0.79,0.84,0.69
3458.0,0.75,0.93,0.84,0.81,0.82,0.72
3459.0,0.75,0.91,0.84,0.79,0.84,0.71
3460.0,0.76,0.93,0.85,0.81,0.83,0.7
3461.0,0.76,0.91,0.84,0.79,0.83,0.72
3462.0,0.76,0.92,0.85,0.81,0.83,0.74
3463.0,0.76,0.92,0.84,0.79,0.84,0.71
3464.0,0.76,0.92,0.85,0.81,0.83,0.71
3465.0,0.76,0.92,0.85,0.79,0.84,0.7
3466.0,0.76,0.93,0.84,0.81,0.82,0.69
3467.0,0.76,0.92,0.85,0.79,0.83,0.71
3468.0,0.76,0.93,0.85,0.81,0.83,0.7
3469.0,0.76,0.92,0.84,0.79,0.83,0.72
3470.0,0.76,0.93,0.85,0.81,0.83,0.7
3471.0,0.76,0.92,0.83,0.79,0.84,0.71
3472.0,0.76,0.93,0.84,0.81,0.82,0.71
3473.0,0.76,0.91,0.84,0.79,0.83,0.72
3474.0,0.76,0.94,0.84,0.81,0.82,0.69
3475.0,0.76,0.91,0.85,0.79,0.84,0.68
3476.0,0.76,0.93,0.84,0.81,0.82,0.71
3477.0,0.76,0.91,0.83,0.79,0.84,0.71
3478.0,0.76,0.94,0.85,0.81,0.82,0.68
3479.0,0.76,0.91,0.84,0.79,0.83,0.7
3480.0,0.76,0.94,0.85,0.81,0.83,0.7
3481.0,0.76,0.92,0.84,0.79,0.83,0.71
3482.0,0.76,0.94,0.84,0.81,0.82,0.7
3483.0,0.76,0.92,0.84,0.79,0.83,0.72
3484.0,0.76,0.94,0.85,0.81,0.83,0.69
3485.0,0.76,0.92,0.85,0.79,0.84,0.71
3486.0,0.76,0.94,0.84,0.81,0.82,0.72
3487.0,0.76,0.92,0.85,0.79,0.84,0.73
3488.0,0.76,0.94,0.85,0.81,0.82,0.71
3489.0,0.76,0.92,0.84,0.79,0.84,0.71
3490.0,0.76,0.94,0.86,0.81,0.82,0.69
3491.0,0.76,0.92,0.84,0.79,0.83,0.7
3492.0,0.76,0.94,0.85,0.81,0.82,0.7
3493.0,0.76,0.92,0.84,0.79,0.83,0.7
3494.0,0.76,0.94,0.85,0.81,0.82,0.73
3495.0,0.76,0.93,0.84,0.79,0.84,0.72
3496.0,0.76,0.93,0.85,0.81,0.82,0.72
3497.0,0.76,0.93,0.84,0.79,0.83,0.71
3498.0,0.76,0.93,0.85,0.81,0.83,0.7
3499.0,0.76,0.93,0.83,0.79,0.83,0.72
3500.0,0.76,0.93,0.84,0.81,0.83,0.74
3501.0,0.76,0.93,0.84,0.79,0.84,0.7
3502.0,0.75,0.93,0.86,0.81,0.83,0.72
3503.0,0.75,0.93,0.83,0.79,0.83,0.72
3504.0,0.75,0.93,0.86,0.81,0.82,0.69
3505.0,0.75,0.93,0.83,0.79,0.83,0.74
3506.0,0.75,0.93,0.85,0.81,0.82,0.71
3507.0,0.75,0.93,0.83,0.79,0.84,0.71
3508.0,0.75,0.93,0.86,0.81,0.82,0.7
3509.0,0.75,0.92,0.83,0.79,0.83,0.7
3510.0,0.75,0.93,0.84,0.81,0.82,0.7
3511.0,0.75,0.92,0.84,0.79,0.84,0.71
3512.0,0.75,0.93,0.84,0.81,0.82,0.71
3513.0,0.75,0.92,0.83,0.79,0.84,0.7
3514.0,0.76,0.93,0.86,0.81,0.82,0.73
3515.0,0.75,0.92,0.85,0.79,0.84,0.71
3516.0,0.76,0.94,0.86,0.81,0.82,0.72
3517.0,0.76,0.92,0.83,0.79,0.83,0.69
3518.0,0.76,0.94,0.87,0.81,0.83,0.73
3519.0,0.76,0.92,0.83,0.79,0.84,0.72
3520.0,0.76,0.94,0.87,0.81,0.83,0.71
3521.0,0.76,0.92,0.84,0.79,0.84,0.71
3522.0,0.76,0.94,0.86,0.81,0.82,0.72
3523.0,0.76,0.93,0.83,0.79,0.83,0.72
3524.0,0.76,0.94,0.87,0.81,0.82,0.7
3525.0,0.76,0.93,0.83,0.79,0.83,0.72
3526.0,0.76,0.94,0.86,0.81,0.83,0.69
3527.0,0.75,0.93,0.83,0.79,0.83,0.72
3528.0,0.75,0.94,0.86,0.81,0.83,0.7
3529.0,0.75,0.93,0.84,0.79,0.83,0.7
3530.0,0.75,0.94,0.86,0.81,0.83,0.73
3531.0,0.75,0.93,0.83,0.79,0.83,0.71
3532.0,0.75,0.94,0.87,0.81,0.83,0.71
3533.0,0.75,0.93,0.84,0.79,0.83,0.71
3534.0,0.75,0.94,0.86,0.81,0.83,0.72
3535.0,0.75,0.93,0.85,0.79,0.84,0.69
3536.0,0.75,0.94,0.86,0.81,0.83,0.72
3537.0,0.75,0.93,0.83,0.79,0.84,0.7
3538.0,0.75,0.94,0.87,0.81,0.83,0.72
3539.0,0.75,0.93,0.83,0.79,0.83,0.7
3540.0,0.75,0.94,0.87,0.81,0.83,0.7
3541.0,0.75,0.93,0.84,0.79,0.84,0.71
3542.0,0.75,0.94,0.87,0.81,0.82,0.71
3543.0,0.76,0.93,0.84,0.79,0.83,0.69
3544.0,0.76,0.94,0.86,0.81,0.83,0.69
3545.0,0.76,0.93,0.84,0.79,0.83,0.7
3546.0,0.76,0.94,0.86,0.81,0.83,0.71
3547.0,0.76,0.93,0.85,0.79,0.84,0.7
3548.0,0.76,0.94,0.85,0.81,0.82,0.71
3549.0,0.76,0.93,0.84,0.79,0.83,0.7
3550.0,0.76,0.94,0.86,0.81,0.83,0.72
3551.0,0.76,0.93,0.84,0.79,0.83,0.71
3552.0,0.76,0.94,0.86,0.81,0.83,0.7
3553.0,0.76,0.93,0.84,0.79,0.84,0.69
3554.0,0.76,0.94,0.86,0.81,0.83,0.71
3555.0,0.76,0.93,0.84,0.79,0.83,0.71
3556.0,0.76,0.93,0.85,0.81,0.83,0.73
3557.0,0.76,0.93,0.85,0.79,0.83,0.73
3558.0,0.76,0.93,0.85,0.81,0.82,0.72
3559.0,0.76,0.93,0.85,0.79,0.84,0.7
3560.0,0.75,0.93,0.87,0.81,0.83,0.72
3561.0,0.75,0.93,0.83,0.79,0.83,0.71
3562.0,0.75,0.94,0.87,0.81,0.83,0.72
3563.0,0.75,0.92,0.84,0.79,0.83,0.7
3564.0,0.75,0.94,0.87,0.81,0.83,0.7
3565.0,0.75,0.92,0.83,0.79,0.83,0.69
3566.0,0.75,0.94,0.86,0.81,0.83,0.7
3567.0,0.75,0.92,0.85,0.79,0.84,0.68
3568.0,0.75,0.94,0.85,0.81,0.82,0.69
3569.0,0.75,0.93,0.83,0.79,0.84,0.72
3570.0,0.75,0.93,0.86,0.81,0.83,0.72
3571.0,0.75,0.93,0.85,0.79,0.83,0.71
3572.0,0.75,0.93,0.86,0.81,0.83,0.7
3573.0,0.75,0.93,0.84,0.79,0.83,0.72
3574.0,0.75,0.93,0.86,0.81,0.83,0.73
3575.0,0.75,0.92,0.84,0.79,0.84,0.7
3576.0,0.75,0.93,0.85,0.81,0.82,0.71
3577.0,0.75,0.92,0.84,0.79,0.84,0.73
3578.0,0.75,0.93,0.85,0.81,0.83,0.72
3579.0,0.75,0.92,0.83,0.79,0.83,0.72
3580.0,0.75,0.93,0.85,0.81,0.83,0.7
3581.0,0.75,0.92,0.84,0.79,0.84,0.72
3582.0,0.75,0.93,0.86,0.81,0.82,0.69
3583.0,0.75,0.92,0.84,0.79,0.84,0.72
3584.0,0.75,0.93,0.85,0.81,0.83,0.72
3585.0,0.75,0.92,0.85,0.79,0.84,0.73
3586.0,0.75,0.93,0.84,0.81,0.82,0.69
3587.0,0.75,0.92,0.83,0.79,0.83,0.71
3588.0,0.75,0.93,0.86,0.81,0.83,0.72
3589.0,0.75,0.92,0.83,0.79,0.83,0.72
3590.0,0.76,0.93,0.85,0.81,0.82,0.7
3591.0,0.76,0.92,0.84,0.79,0.84,0.72
3592.0,0.76,0.93,0.85,0.81,0.82,0.71
3593.0,0.76,0.92,0.83,0.79,0.84,0.72
3594.0,0.76,0.93,0.85,0.81,0.82,0.72
3595.0,0.76,0.92,0.84,0.79,0.83,0.72
3596.0,0.76,0.93,0.84,0.81,0.83,0.7
3597.0,0.76,0.92,0.84,0.79,0.83,0.71
3598.0,0.76,0.93,0.85,0.81,0.83,0.72
3599.0,0.76,0.92,0.83,0.79,0.83,0.71
3600.0,0.76,0.93,0.86,0.81,0.83,0.7
3601.0,0.76,0.92,0.83,0.79,0.84,0.71
3602.0,0.76,0.93,0.85,0.81,0.82,0.71
3603.0,0.76,0.92,0.84,0.79,0.83,0.73
3604.0,0.76,0.93,0.86,0.81,0.83,0.72
3605.0,0.76,0.92,0.84,0.79,0.83,0.71
3606.0,0.76,0.93,0.85,0.81,0.83,0.7
3607.0,0.76,0.92,0.84,0.79,0.84,0.69
3608.0,0.76,0.93,0.85,0.81,0.83,0.69
3609.0,0.76,0.92,0.84,0.79,0.84,0.72
3610.0,0.76,0.93,0.84,0.81,0.82,0.72
3611.0,0.76,0.93,0.85,0.79,0.83,0.71
3612.0,0.76,0.93,0.85,0.81,0.83,0.72
3613.0,0.76,0.93,0.85,0.79,0.83,0.71
3614.0,0.76,0.94,0.84,0.81,0.83,0.71
3615.0,0.76,0.92,0.85,0.79,0.84,0.71
3616.0,0.76,0.94,0.85,0.81,0.82,0.69
3617.0,0.76,0.92,0.84,0.79,0.83,0.71
3618.0,0.76,0.94,0.85,0.81,0.83,0.74
3619.0,0.76,0.92,0.84,0.79,0.84,0.7
3620.0,0.75,0.94,0.84,0.81,0.82,0.7
3621.0,0.76,0.92,0.85,0.79,0.84,0.71
3622.0,0.76,0.93,0.84,0.81,0.82,0.71
3623.0,0.76,0.92,0.83,0.79,0.83,0.69
3624.0,0.76,0.94,0.84,0.81,0.83,0.7
3625.0,0.76,0.92,0.83,0.79,0.83,0.71
